year,month,revenue,quantity,unit_price,discount,item_number,customer_id,document_id,index,revenue_skew,quantity_skew,unit_price_skew,discount_skew,revenue_entropy,quantity_entropy,unit_price_entropy,discount_entropy,customer_id_entropy,item_number_entropy,document_id_entropy,high_priced,high_quantity,recurrent_purchase,one_time_purchase,chance_recurrent,high_lift
2013,1,440655.7250000000,39069.00000,31.02054963680387,0.0,253,1291,1639,1,10.197171245891814,19.68480859455974,3.3386453620069996,0.0,6.6221867698569925,2.8055340714938546,5.540542670435929,-0.0,9.997102508889197,6.010735359786394,10.47654786396452,161,359,3,523,0.26702677443243955,1306
2013,2,376620.8850000000,33120.00000,32.61899802371541,0.0,247,1173,1435,2,9.238132407902949,24.020404845304338,1.7785165640881386,0.0,7.567813460612915,3.1679750586110464,6.361497014639702,-0.0,9.794298450943907,6.237179684201883,10.246280494842004,116,375,3,346,0.35779194791211877,953
2013,3,395506.5300000000,41112.00000,29.558158768592182,0.0,278,1173,1443,3,10.50519680618407,28.540819918286168,3.0411484620234224,0.0,6.9467644556788555,2.9533435868537334,5.920326920209123,-0.0,9.869265072936145,6.19655848056907,10.243339493160732,160,374,1,635,0.3344079305996613,1127
2013,4,443267.0520000000,35320.00000,30.286280934343434,0.0,278,1204,1592,4,17.013619492518714,16.71442953355076,2.7136927151309127,0.0,6.766916851457817,2.867907869795372,5.7237671051199674,-0.0,9.912831907784877,5.8957489207723555,10.408359818925396,189,355,2,814,0.30885744474207616,1532
2013,5,502755.4900000000,42051.00000,31.821200607902735,0.0,366,1332,1680,5,8.66974295380712,35.03673811071226,3.2627191969886176,0.0,7.018384008047731,2.9675726932011535,5.895477696677468,-0.0,10.030326159029494,6.161298844686555,10.476225880175196,217,393,4,733,0.2854773083860743,1513
2013,6,442943.8980000000,33701.00000,28.02523284387174,0.0,400,1323,1654,6,16.342331605272328,23.548526703792977,5.343008732959539,0.0,6.889314533420316,2.8688109324566877,5.917659581920519,-0.0,10.083260884403733,6.066513826117175,10.485456425774581,196,425,1,974,0.24878393846143748,1582
2013,7,502307.4000000000,44532.00000,28.271810335641984,0.0,386,1429,1742,7,13.925489166565118,19.359086370293454,5.313589136253013,0.0,6.490156944143252,2.6982306757465686,5.480530796853222,-0.0,10.219241780696532,5.905502556816733,10.555053918392954,205,399,10,1125,0.23636823571294435,1859
2013,8,470486.5420000000,35768.00000,27.189660901467505,0.0,394,1402,1719,8,16.425519763973284,27.84774778429043,2.9838477738622755,0.0,6.2927355968449685,2.7305731009147642,5.346466481148613,-0.0,10.142889853370551,5.83076499500559,10.530651932388693,168,353,7,998,0.24013135700680682,1966
2013,9,447937.7800000000,50500.00000,27.823651292596946,0.0,375,1252,1529,9,14.017462148466498,17.37440904158419,10.827262141818982,0.0,6.301180492292102,2.6003153244941375,5.3707413821156464,-0.0,9.91829192170076,5.971975930559607,10.332273055230235,179,330,3,963,0.2188474942299013,1549
2013,10,471640.6820000000,49151.00000,25.648075012059817,0.0,377,1466,1814,10,10.047348038065142,14.989996519778748,3.497303336185011,0.0,6.214222028774179,2.6254688390119285,5.2870504532053735,-0.0,10.240130872278385,5.8688189490953,10.61648768030248,185,423,2,995,0.26066214955611805,1821
2013,11,467081.6490000000,40820.00000,23.858314222981214,0.0,323,1249,1554,11,10.809298284429817,32.753601098096766,3.8885275948508795,0.0,5.596532240866841,2.438762886617898,4.719278476114077,-0.0,10.029618881036985,5.445624193651243,10.428456193616835,190,378,5,989,0.27590671498836133,1742
2013,12,513107.4110000000,52918.00000,31.80511894543225,0.0,330,1411,1709,12,7.260873780006067,43.70843475412009,3.3149361848350702,0.0,6.969802597788112,2.9533434599425448,5.771715181697877,-0.0,10.13125956715286,6.081623502929147,10.51529701702781,190,386,4,729,0.29310168840196243,1553
2017,1,906608.0110000000,135559.00000,20.190069696614735,0.0,449,2313,2954,13,11.794058266182292,22.81885800968087,4.6990237291320724,0.0,5.381070409798516,2.5906499254753337,4.513732038964136,-0.0,10.734047322800862,5.785405071424809,11.262235156216132,320,915,44,3833,0.3784865715603719,4868
2017,2,737363.3230000000,188652.00000,19.300526872737397,0.0,438,1869,2355,14,10.402958219423255,31.881612857728364,4.555741741593676,0.0,5.172240311680864,2.5937256151931996,4.383778066117689,-0.0,10.39799422525777,5.801132162748378,10.894414128316939,291,739,68,3175,0.3812947100585236,4048
2017,3,917571.8640000000,133610.00000,19.454326532951292,0.0,494,2170,2839,15,14.35075643437697,23.120714355320665,6.882630031963263,0.0,5.09818321777996,2.561224943376679,4.31714532656386,-0.0,10.56142805241823,5.831579875525189,11.147932142364034,396,883,90,3927,0.3465431894999314,4976
2017,4,777238.6140000000,153710.00000,18.735823857994042,0.0,475,2018,2529,16,14.61301256540561,85.85340652663079,5.628603428515342,0.0,5.053340174682847,2.5702233400679617,4.260090661763053,-0.0,10.378133520509571,5.894970505303974,10.920547580072991,330,795,143,3572,0.34654645452328975,4491
2017,5,968045.5700000000,146453.00000,21.322744964843285,0.0,450,2188,2821,17,11.785727576533569,85.46936145160767,8.428496125230872,0.0,5.441598628880363,2.6261233431946143,4.575490677579951,-0.0,10.719635245492237,5.622042766923729,11.211634382433527,439,840,58,3879,0.33583963039958964,5057
2017,6,989855.8870000000,139738.00000,23.122308061932728,0.0,426,2012,2624,18,11.267154008578078,79.34052934306796,24.230338067550637,0.0,5.787327952028905,2.580688317106513,4.8502034960530365,-0.0,10.625068890799284,5.444881265785165,11.107485099830269,501,788,57,3342,0.3229659015489201,4939
2017,7,784915.3750000000,158958.00000,24.16928686025991,0.0,414,1762,2252,19,13.455868164407422,73.20366397721648,20.696710932630502,0.0,5.618496679036171,2.474254333352496,4.77024622534525,-0.0,10.466614501258205,5.458974437513907,10.923398718192749,432,562,55,2796,0.3248841807875596,4135
2017,8,974125.4130000000,166071.00000,23.158093494864367,0.0,472,2006,2621,20,15.811377899033683,76.66174779038082,23.064633483691104,0.0,5.549484935152,2.5004082174065143,4.69419628862254,-0.0,10.46491270851062,5.650185965375708,11.031871495071469,499,694,135,3286,0.33600092102805257,4851
2017,9,749624.2670000000,125666.00000,22.156076264044945,0.0,438,1855,2425,21,13.995443903805851,81.02662718108232,2.5274154276993737,0.0,5.3455370743576545,2.4435271866911688,4.509986542056119,-0.0,10.350064072769262,5.608524481466973,10.940365509008922,406,619,134,3066,0.35041919603066574,4521
2017,10,844279.7190000000,112163.00000,23.53682786673554,0.0,449,2105,2733,22,7.309725448139799,86.81911783256591,3.0730079658730576,0.0,5.491634796934766,2.374106333593726,4.657112707946509,-0.0,10.57649248980014,5.53434926690266,11.12530322201065,557,638,98,3340,0.34459414433241864,5057
2017,11,899966.9950000000,129754.00000,23.162513334235822,0.0,407,2038,2582,23,15.11323720058429,83.9713600075933,5.047461319890091,0.0,5.47746131645271,2.465670216907374,4.651318760586015,-0.0,10.610454632252917,5.382246618354454,11.111222513805897,515,727,86,3288,0.3601731548131479,4971
2017,12,756720.5400000000,136395.00000,24.234074464784364,0.3024511324852622,377,1824,2271,24,9.279754429056883,75.73491199726664,4.621860822886808,17.873214011214817,5.677109326063341,2.474045365124701,4.832221529968636,0.030321796389200507,10.538275861668744,5.351311285323307,10.94012513048787,482,589,40,2888,0.3638098299163107,4300
2018,1,1106496.9810000000,134179.00000,24.610004594998934,0.0,420,2533,3242,25,10.61634048607086,93.94416477990141,7.4993022493331,0.0,5.4373613733741,2.3346038682452543,4.577485821032402,-0.0,10.959376559630405,5.246938335672994,11.455293032797371,713,767,74,4227,0.3617486326302836,6448
2018,2,956339.0430000000,88973.00000,23.847742125752035,0.0,450,2311,2913,26,11.855314767580062,26.695053012528092,3.4759069314481805,0.0,5.412934132845127,2.2957137241450094,4.607807517721391,-0.0,10.694335039078693,5.4860274640055975,11.214975606326364,674,627,84,3752,0.3540566770001494,5581
2018,3,971944.4230000000,202170.00000,25.556724666337125,0.0,447,2273,2919,27,8.343613478577144,57.619361221391074,3.207664134643826,0.0,5.9140864350613,2.4246583752515085,5.103581817134306,-0.0,10.658873366590424,5.614648026348479,11.230184387424522,710,686,71,3322,0.3849376071083805,5178
2018,4,887057.2300000000,127277.00000,24.731054249795026,0.0,414,2065,2663,28,9.344208199442553,83.09834086659657,3.447515072531412,0.0,5.652456388344122,2.3933381211759874,4.849602668163987,-0.0,10.643654782703313,5.396189157057243,11.142592340413248,593,611,80,3286,0.3734043344469556,4902
2018,5,1138432.0070000000,129302.00000,26.623990351215745,0.0,370,2135,2785,29,14.13674549545714,85.64910186127352,4.27300341241272,0.0,5.90269224913354,2.5419783915331293,5.069720016628725,-0.0,10.747503263944049,5.27477991312474,11.233454640885324,726,771,41,3382,0.3425239460635268,5307
2018,6,991004.1860000000,158590.00000,25.029539276725394,0.0,381,2077,2687,30,15.188925192877125,80.54316173212871,2.873710811714986,0.0,5.814883834459164,2.537462527367582,4.986817638651303,-0.0,10.692955416683189,5.320268333024224,11.19461897889418,686,746,71,3353,0.3475091400131365,5026
